,sequence,session_id,speaker,content,Human,AI,Utterance ID
52906,27569,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you know,Pressing for Reasoning,Pressing for Reasoning,133
52907,27570,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,All right ladies and gentlemen thank you for your amazing participation,,,134
52908,27571,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I saw lots of groups where kids were agreeing,,,135
52909,27572,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I saw a couple of places where kids are adding on to their thinking,,,136
52910,27573,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Would you please stand up and bring your whiteboard and marker to the carpet,,,137
52912,27574,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Do not erase it yet,,,138
52913,27575,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Would you please stand up and bring your whiteboard and marker to the carpet,,,139
52915,27576,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Aubrey would you head up to the desk please,Keeping Everyone Together,,140
52916,27577,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Right now you should be at the carpet and you should have your whiteboard,,,141
52917,27578,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You should be ready to do some thinking,,,142
52918,27579,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ive asked Aubrey to come explain come up and show hers and you still have your marker so you can add on to yours while youre here,,Getting Students to Relate to Another's Ideas,143
52919,27580,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,To divide the rule is that you have to shift the decimal to the left as many times as the exponent says,,,144
52920,27581,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,This occurs the same when you multiply instead of left you shift the decimal to the right,,,145
52921,27582,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I showed this by showing the problems and turning the decimal moving to the left and to the right and then showing the answer,,,146
52922,27583,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Aubrey right now you are the Mrs Travers,,,147
52923,27584,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I would like you to call on some classmates to respond from our math talk,Keeping Everyone Together,Getting Students to Relate to Another's Ideas,148
52924,27585,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Anna,,,149
52925,27586,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thanks for noticing that,,,150
52926,27587,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Jon,,,151
52927,27588,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I like how you use the vocabulary  and you are very clear what you were saying and how you do it  and how it works,,,152
52928,27589,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Faith,,,153
52929,27590,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,I liked how you,,,154
52930,27591,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Did Aubreys response explain the rule,Keeping Everyone Together,Pressing for Accuracy,155
52931,27592,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Aubrey would you read it to us one more time and I want everyone to be thinking does it accurately explain the rule,Keeping Everyone Together,Pressing for Accuracy,156
52932,27593,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,To divide the rule is that you have to shift the decimal to the left as many times the exponent says,,,157
52933,27594,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,This occurs the same when you multiply but instead of left you shift the decimal to the right,,,158
52934,27595,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Now Im going to really challenge you,,,159
52935,27596,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Aubrey Im going to have you leave yours up,,,160
52936,27597,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Everybody else please erase,,,161
52937,27598,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Heres the next question,,,162
52938,27599,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why does this rule work,Pressing for Reasoning,Pressing for Reasoning,163
52941,27600,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why does this rule work,Pressing for Reasoning,Pressing for Reasoning,164
52944,27601,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You can look at Aubreys and I want you to be thinking on your whiteboard now Why or how does this rule work,Pressing for Reasoning,Pressing for Reasoning,165
52945,27602,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Would it help to have some talk time,Keeping Everyone Together,,166
52946,27603,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Yes it works,,,167
52947,27604,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I know,,,168
52951,27605,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,We did some great mouth thinking,,,169
52952,27606,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Are you thinking Aubrey,Keeping Everyone Together,,170
52953,27607,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why does this rule work,Pressing for Reasoning,Pressing for Reasoning,171
52956,27608,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Doing some thinking when you divide and you move the decimal to the left it makes the quotient smaller,,,172
52957,27609,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why,Pressing for Reasoning,Pressing for Reasoning,173
52959,27610,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,When we multiply and we shift the decimal to the right our product becomes bigger,,,174
52960,27611,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why,Pressing for Reasoning,Pressing for Reasoning,175
52962,27612,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,What is the answer to the quotient,,,176
52963,27613,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Quotient is division product is multiplication,,,177
52964,27614,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I love how youre using math vocabulary,,,178
52965,27615,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The answer to a division problem is called a quotient,,,179
52966,27616,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,The answer to a multiplication problem is called a product,,,180
52967,27617,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ms James you have an amazing class,,,181
52968,27618,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I know,,,182
52972,27619,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I love them,,,183
52973,27620,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Look how everyone is thinking and even if theyre not writing I can tell that theyre thinking,,,184
52974,27621,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Why does that rule work,Pressing for Reasoning,Pressing for Reasoning,185
52976,27622,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Wherever youre sitting would you please turn so that you are in a team of two or three,,,186
52977,27623,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Me to me,,,187
52978,27624,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Me to me,,Restating,188
52979,27625,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,We actually already have,,,189
52980,27626,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,If you already have a partner that you know who you work with at the carpet that is even better,,,190
52981,27627,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Okay if you have the shorter hair Id like you to speak first,,,191
52982,27628,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What is your new understanding about this rule and why or how the rule works,Pressing for Reasoning,Pressing for Reasoning,192
52983,27629,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,Keeping Everyone Together,,193
52985,27629,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,,,194
52993,27630,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Aubrey thank you for being so brave and so willing to share your thinking with our class,,,195
52994,27631,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,We really appreciate it,,,196
52995,27632,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Would you please close your conversation in three two one zero,,,197
52996,27633,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Anyone willing to start our conversation about why or how the rule works,Pressing for Reasoning,Pressing for Reasoning,198
52997,27634,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Jon thank you,Keeping Everyone Together,,199
52998,27635,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,This rule works because when multiplying youre moving the decimal point to the right making your number bigger,,,200
52999,27636,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Making the product bigger,Revoicing,Revoicing,201
53000,27637,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Yes and why does it work shifting the decimal to the left for division,Pressing for Reasoning,Pressing for Reasoning,202
53001,27638,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,It makes it smaller,,,203
53002,27639,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Good,,,204
53004,27640,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Riley,Keeping Everyone Together,,205
53005,27641,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,when you are multiplying  and when youre moving the decimal to the right it makes the whole number larger,,,206
53006,27642,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Exactly,,,207
53007,27643,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Smart thinking friends,,,208
53008,27644,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,My friends we are going to do a couple of mental math problems on our whiteboard while were here,,,209
53009,27645,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I know you have done some amazing thinking on your whiteboard and I want to value your work,,,210
53010,27646,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You may erase it,,,211
53011,27647,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I know,,,212
53015,27648,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Think about all the amazing thinking youve already done so far,,,213
53016,27649,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ms James this is where I will need to just be on this actual mental math for today,,,214
53017,27650,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How do you get to it usually,Pressing for Accuracy,,215
53018,27651,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,All right my friends here we go,,,216
53019,27652,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,These are what we just talked about,,,217
53020,27653,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ready,Keeping Everyone Together,,218
53028,27654,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were going to move pretty quickly now,,,219
53029,27655,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,We have 500102,,,220
53030,27656,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were just going to write it,,,221
53031,27657,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Write your quotient,,,222
53032,27658,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Think about where you will be moving the decimal point,,,223
53033,27659,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Will it shift to the left or the right,Pressing for Accuracy,Pressing for Accuracy,224
53034,27660,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Left,,,225
53035,27661,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How many places will the decimal shift,Pressing for Accuracy,Pressing for Accuracy,226
53036,27662,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Say it,Keeping Everyone Together,Pressing for Accuracy,227
53037,27662,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Say it,Keeping Everyone Together,,228
53038,27663,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Two,,,229
53039,27664,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You got it,,,230
53040,27665,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Please check your own whiteboard right now,,,231
53041,27666,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Is this your new quotient,Keeping Everyone Together,Pressing for Accuracy,232
53042,27667,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Yes,,,233
53043,27668,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Were checking our own whiteboards right now,,,234
53044,27669,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Heres your next problem,,,235
53045,27670,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,31102,,,236
53046,27671,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Think to yourself,,,237
53047,27672,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Will my decimal,,,238
53048,27673,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,be moving to the right or the left which way friends,Pressing for Accuracy,Pressing for Accuracy,239
53049,27674,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Right,,,240
53050,27675,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Right,,Restating,241
53051,27675,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Right,,,242
53054,27676,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How many place values,Pressing for Accuracy,Pressing for Accuracy,243
53055,27677,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Two,,,244
53056,27678,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Please check your board right now the answer is 310,,,245
53057,27679,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Your new product,,,246
53058,27680,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,15103,,,247
53059,27681,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Check your own board please,,,248
53060,27682,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Answer is 15000,,,249
53061,27683,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Well just do a couple more to get our brains warmed up and ready for today,,,250
53062,27684,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,373 102,,,251
53063,27685,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I wonder if weve already seen this problem today,Keeping Everyone Together,,252
53064,27686,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thats right got it,,,253
53065,27687,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,373102,,,254
53066,27688,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,May I show you a little strategy,Keeping Everyone Together,,255
53067,27689,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ms James probably shows you amazing strategies too,,,256
53068,27690,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,My friends are we going to be moving the decimal,Keeping Everyone Together,Pressing for Accuracy,257
53069,27691,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Are we shifting it to the left or to the right,Pressing for Accuracy,Pressing for Accuracy,258
53070,27692,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Left,,,259
53071,27693,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,To the left,Revoicing,Revoicing,260
53072,27694,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Im just gonna write that down because division means shift to the left were making our quotient smaller,,Revoicing,261
53073,27695,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,How many places do I shift the decimal,Pressing for Accuracy,Pressing for Accuracy,262
53074,27696,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Say it,Keeping Everyone Together,Pressing for Accuracy,263
53075,27696,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Say it,Keeping Everyone Together,,264
53076,27697,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,Two,,,265
53077,27698,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Have you tried the hops,,,266
53078,27699,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,This helps me one two,,,267
53079,27700,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Thats where I know that I needed to shift it two places,,,268
53080,27701,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Have you guys used the hops before,Keeping Everyone Together,,269
53081,27702,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,It helps me so much,,,270
53082,27703,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,What is our new answer,Pressing for Accuracy,Pressing for Accuracy,271
53083,27704,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Lets read it together,,Keeping Everyone Together,272
53084,27705,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ready,Keeping Everyone Together,,273
53092,27706,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,Keeping Everyone Together,,274
53094,27706,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Go,,,275
53102,27707,TalkBack.Year1.Travers.Spring.022120-1.xlsx,S,373,,,276
53103,27708,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,You guys are amazing,,,277
53104,27709,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Im going to give you two this time,,,278
53105,27710,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Ready,Keeping Everyone Together,,279
53113,27711,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,One and two,,,280
53114,27712,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,I like using the hops,,,281
53115,27713,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Its helpful to me,,,282
53116,27714,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Hold up your hand if you need a little more time,,,283
53117,27715,TalkBack.Year1.Travers.Spring.022120-1.xlsx,T,Lets check,,,284
